,Year,Genre,Avg_IMDB_Rating,Avg_Metascore,Total_BoxOffice
879,2003-01-01,History,7.233333333333333,59.166666666666664,250014754.0
880,2003-01-01,Horror,5.5,34.76923076923077,345090748.0
881,2003-01-01,Music,6.0,53.0,138188546.0
882,2003-01-01,Musical,4.933333333333333,29.5,4877873.0
883,2003-01-01,Mystery,6.5375,55.1875,310645795.0
884,2003-01-01,Romance,6.413888888888889,47.827586206896555,793861060.0
885,2003-01-01,Sci-Fi,6.088888888888889,48.333333333333336,697277717.0
886,2003-01-01,Sport,7.1,55.0,172424930.0
887,2003-01-01,Thriller,6.645454545454545,50.42857142857143,717698416.0
888,2003-01-01,War,6.3,30.0,12900000.0
889,2003-01-01,Western,7.5,67.0,58260046.0
890,2004-01-01,Action,6.525,53.775,1847251822.0
891,2004-01-01,Adventure,6.482352941176471,55.774193548387096,2502830434.0
892,2004-01-01,Animation,6.463636363636363,61.0,1065696302.0
893,2004-01-01,Biography,7.12,61.86666666666667,412203271.0
894,2004-01-01,Comedy,5.966326530612245,47.42696629213483,3380194609.0
895,2004-01-01,Crime,6.436111111111111,53.23529411764706,832086633.0
896,2004-01-01,Documentary,7.144444444444444,62.22222222222222,131920941.0
897,2004-01-01,Drama,6.93063063063063,58.96875,2293543743.0
898,2004-01-01,Family,5.968181818181819,47.35,1124374743.0
899,2004-01-01,Fantasy,5.322222222222222,54.25,492343657.0
900,2004-01-01,History,7.55,72.16666666666667,197910288.0
901,2004-01-01,Horror,5.4399999999999995,46.375,590376601.0
902,2004-01-01,Music,6.245454545454546,50.0,145555975.0
903,2004-01-01,Musical,7.133333333333333,54.0,60531470.0
904,2004-01-01,Mystery,6.2555555555555555,47.529411764705884,739125830.0
905,2004-01-01,Romance,6.535593220338983,52.72727272727273,1555741519.0
906,2004-01-01,Sci-Fi,5.7733333333333325,47.083333333333336,615502290.0
907,2004-01-01,Sport,7.2,64.0,234152592.0
908,2004-01-01,Thriller,6.5851851851851855,51.375,1058849250.0
909,2004-01-01,War,7.279999999999999,59.5,120679472.0
910,2005-01-01,Action,5.921739130434782,45.1219512195122,1586606434.0
911,2005-01-01,Adventure,5.990243902439024,53.666666666666664,2820910667.0
912,2005-01-01,Animation,6.55,61.625,654073602.0
913,2005-01-01,Biography,7.1000000000000005,64.0,367863067.0
914,2005-01-01,Comedy,6.0125,51.01234567901235,3299277208.0
915,2005-01-01,Crime,6.553658536585366,53.41025641025641,1074771821.0
916,2005-01-01,Documentary,7.24,74.1,101785576.0
917,2005-01-01,Drama,6.804065040650406,58.44859813084112,2444779281.0
918,2005-01-01,Family,6.145454545454545,58.5,1561952928.0
919,2005-01-01,Fantasy,5.673333333333333,47.5,726281711.0
920,2005-01-01,History,6.977777777777778,63.111111111111114,110031203.0
921,2005-01-01,Horror,5.78,41.78260869565217,672270088.0
922,2005-01-01,Music,6.718181818181819,64.45454545454545,232837073.0
923,2005-01-01,Musical,6.528571428571429,53.333333333333336,49479504.0
924,2005-01-01,Mystery,6.265,47.666666666666664,766948694.0
925,2005-01-01,Romance,6.380000000000001,54.35897435897436,1163576293.0
926,2005-01-01,Sci-Fi,6.466666666666666,54.166666666666664,374341428.0
927,2005-01-01,Sport,7.3307692307692305,61.0,380086788.0
928,2005-01-01,Thriller,6.414285714285714,57.46153846153846,867807530.0
929,2005-01-01,War,6.68,61.0,72652935.0
930,2005-01-01,Western,6.633333333333333,60.0,48959240.0
931,2006-01-01,Action,6.1780487804878055,50.9375,2320817540.0
932,2006-01-01,Adventure,6.184210526315789,53.22222222222222,2803850353.0
933,2006-01-01,Animation,5.947058823529411,55.375,1381342510.0
934,2006-01-01,Biography,7.00625,62.0,292824697.0
935,2006-01-01,Comedy,5.9873786407767,52.75,3650786796.0
936,2006-01-01,Crime,6.7372093023255815,56.94285714285714,908914250.0
937,2006-01-01,Documentary,7.555555555555555,70.875,100665069.0
938,2006-01-01,Drama,6.8396946564885495,61.747747747747745,2599473190.0
939,2006-01-01,Family,5.920833333333333,49.27272727272727,1310720153.0
940,2006-01-01,Fantasy,6.644444444444444,51.588235294117645,1481591459.0
941,2006-01-01,History,7.009090909090909,68.55555555555556,211130223.0
942,2006-01-01,Horror,5.661904761904762,41.73684210526316,445081567.0
943,2006-01-01,Music,6.6375,59.375,219902226.0
944,2006-01-01,Musical,6.375,65.5,115849485.0
945,2006-01-01,Mystery,6.3999999999999995,50.4375,536883684.0
946,2006-01-01,Romance,6.3999999999999995,53.3235294117647,776665684.0
947,2006-01-01,Sci-Fi,6.028571428571429,55.07692307692308,378616055.0
948,2006-01-01,Short,7.1,,0.0
949,2006-01-01,Sport,6.071428571428571,50.53846153846154,459680935.0
950,2006-01-01,Thriller,6.43030303030303,56.0,1200677935.0
951,2006-01-01,War,7.7,81.16666666666667,90818846.0
952,2006-01-01,Western,7.1,,229221.0
953,2007-01-01,Action,6.064864864864865,47.310344827586206,2439664029.0
954,2007-01-01,Adventure,6.246875,55.0,3008225546.0
955,2007-01-01,Animation,6.736363636363635,64.54545454545455,1292724034.0
956,2007-01-01,Biography,7.363157894736842,69.11764705882354,325856472.0
957,2007-01-01,Comedy,6.12,52.131147540983605,3074706284.0
958,2007-01-01,Crime,6.794594594594595,55.333333333333336,824931071.0
959,2007-01-01,Documentary,7.428571428571429,74.5,36895700.0
960,2007-01-01,Drama,6.924074074074074,60.22727272727273,2167952053.0
961,2007-01-01,Family,6.43,56.888888888888886,1390078283.0
962,2007-01-01,Fantasy,6.094736842105263,45.9375,1298863626.0
963,2007-01-01,History,7.009090909090909,64.88888888888889,101124418.0
964,2007-01-01,Horror,6.238461538461538,51.65,780328720.0
965,2007-01-01,Music,7.277777777777778,65.75,187268881.0
966,2007-01-01,Musical,7.6,63.0,26307673.0
967,2007-01-01,Mystery,6.888888888888889,58.785714285714285,698986914.0
968,2007-01-01,Romance,6.477500000000001,54.25806451612903,629233100.0
969,2007-01-01,Sci-Fi,6.7444444444444445,56.375,711418534.0
970,2007-01-01,Short,7.25,,0.0
971,2007-01-01,Sport,6.11,50.4,233932192.0
972,2007-01-01,Thriller,6.565789473684211,55.0,1235040210.0
973,2007-01-01,War,7.050000000000001,67.5,16321758.0
974,2007-01-01,Western,4.699999999999999,,77175.0
975,2008-01-01,Action,6.556862745098039,52.56521739130435,3697242845.0
976,2008-01-01,Adventure,6.270454545454545,55.25714285714286,2727638065.0
977,2008-01-01,Animation,6.128571428571428,63.7,664615334.0
978,2008-01-01,Biography,7.023529411764706,65.3125,195943907.0
979,2008-01-01,Comedy,5.957471264367816,46.86842105263158,2759775250.0
980,2008-01-01,Crime,6.531578947368421,50.75,1384659647.0
981,2008-01-01,Documentary,7.5,69.375,34328189.0
982,2008-01-01,Drama,6.679338842975207,57.208333333333336,3527416418.0
983,2008-01-01,Family,5.975,55.6,1215657800.0
984,2008-01-01,Fantasy,6.1000000000000005,52.0,1241256886.0
985,2008-01-01,History,6.972727272727273,65.0,196723456.0
986,2008-01-01,Horror,5.647619047619047,41.375,357743879.0
987,2008-01-01,Music,6.67,56.75,126018057.0
988,2008-01-01,Musical,5.875,41.5,143804210.0
989,2008-01-01,Mystery,6.171428571428571,42.46666666666667,514804974.0
990,2008-01-01,Romance,6.4511111111111115,51.3421052631579,1519189780.0
991,2008-01-01,Sci-Fi,6.141176470588236,46.1764705882353,951463707.0
992,2008-01-01,Short,6.4,,6893526.0
993,2008-01-01,Sport,6.366666666666667,53.0,128321705.0
994,2008-01-01,Thriller,6.15,46.666666666666664,983185896.0
995,2008-01-01,War,7.011111111111111,56.44444444444444,33858722.0
996,2009-01-01,Action,6.196153846153846,48.10526315789474,3576580214.0
997,2009-01-01,Adventure,6.573809523809524,55.421052631578945,4546687840.0
998,2009-01-01,Animation,6.775,61.0,1432832339.0
999,2009-01-01,Biography,7.1,65.86666666666666,560427755.0
1000,2009-01-01,Comedy,6.059595959595959,50.3875,3125120218.0
1001,2009-01-01,Crime,6.407692307692308,51.74193548387097,953912564.0
1002,2009-01-01,Documentary,7.44,66.75,105187216.0
1003,2009-01-01,Drama,6.703703703703703,59.23275862068966,3204810963.0
1004,2009-01-01,Family,6.245,54.8235294117647,1365598507.0
1005,2009-01-01,Fantasy,6.231578947368422,57.0,1763388365.0
1006,2009-01-01,History,7.325,74.33333333333333,48400198.0
1007,2009-01-01,Horror,5.623333333333333,47.38095238095238,512206683.0
1008,2009-01-01,Music,5.836363636363637,61.57142857142857,181732818.0
1009,2009-01-01,Musical,5.7,47.333333333333336,42158621.0
1010,2009-01-01,Mystery,6.548148148148148,50.09090909090909,732649865.0
1011,2009-01-01,News,7.4,61.0,14342792.0
1012,2009-01-01,Romance,6.374545454545455,54.958333333333336,1266014924.0
1013,2009-01-01,Sci-Fi,6.13,47.733333333333334,1537190665.0
1014,2009-01-01,Sport,6.14,62.75,271104828.0
1015,2009-01-01,Thriller,6.151162790697675,45.96666666666667,1001253645.0
1016,2009-01-01,War,7.3,68.6,182500146.0
1017,2010-01-01,Action,6.229310344827587,48.0,3381351373.0
1018,2010-01-01,Adventure,6.451351351351351,54.15625,4268193072.0
1019,2010-01-01,Animation,6.484615384615385,61.55555555555556,1652413460.0
1020,2010-01-01,Biography,6.8999999999999995,69.36363636363636,422803320.0
1021,2010-01-01,Comedy,6.148039215686275,51.333333333333336,3730365589.0
1022,2010-01-01,Crime,6.345714285714285,52.86206896551724,922192385.0
1023,2010-01-01,Documentary,6.928571428571429,60.4,128223847.0
1024,2010-01-01,Drama,6.630952380952381,59.407766990291265,2669628817.0
1025,2010-01-01,Family,5.647826086956522,39.21052631578947,1074037890.0
1026,2010-01-01,Fantasy,5.947619047619048,47.578947368421055,1306652171.0
1027,2010-01-01,History,7.025,70.5,15193154.0
1028,2010-01-01,Horror,5.5920000000000005,49.1578947368421,535356385.0
1029,2010-01-01,Music,6.314285714285715,53.0,209714685.0
1030,2010-01-01,Musical,5.066666666666667,34.5,40614617.0
1031,2010-01-01,Mystery,6.515384615384615,57.166666666666664,464981356.0
1032,2010-01-01,Romance,6.384615384615385,50.06666666666667,1417681232.0
1033,2010-01-01,Sci-Fi,6.114285714285715,53.916666666666664,905484640.0
1034,2010-01-01,Sport,5.800000000000001,51.0,21920330.0
1035,2010-01-01,Thriller,6.154054054054054,55.53333333333333,988656016.0
1036,2010-01-01,War,6.9799999999999995,61.25,94787236.0
1037,2010-01-01,Western,6.833333333333333,70.0,177673198.0
1038,2011-01-01,Action,6.272131147540984,49.09615384615385,3528777245.0
1039,2011-01-01,Adventure,6.347727272727273,53.12820512820513,3845391316.0
1040,2011-01-01,Animation,5.952941176470588,53.714285714285715,1401425614.0
1041,2011-01-01,Biography,6.9399999999999995,59.0,242042683.0
1042,2011-01-01,Comedy,6.242222222222222,52.71052631578947,3552258654.0
1043,2011-01-01,Crime,6.709375,56.64,1103660648.0
1044,2011-01-01,Documentary,6.3625,61.285714285714285,95841307.0
1045,2011-01-01,Drama,6.612068965517241,59.816326530612244,2772642510.0
1046,2011-01-01,Family,6.423076923076923,55.416666666666664,738586266.0
1047,2011-01-01,Fantasy,6.176470588235294,49.0,1274988466.0
1048,2011-01-01,History,6.033333333333334,42.8,1794710.0
1049,2011-01-01,Horror,5.516,44.18181818181818,408741033.0
1050,2011-01-01,Music,5.5200000000000005,55.0,87549074.0
1051,2011-01-01,Musical,5.75,44.0,1085912.0
1052,2011-01-01,Mystery,6.545,55.888888888888886,850757762.0
1053,2011-01-01,Romance,6.522857142857143,54.65625,1154954100.0
1054,2011-01-01,Sci-Fi,6.4526315789473685,54.111111111111114,1441791798.0
1055,2011-01-01,Sport,7.199999999999999,79.0,89205492.0
1056,2011-01-01,Thriller,6.2681818181818185,57.32432432432432,1242946399.0
1057,2011-01-01,War,5.8500000000000005,53.0,81833120.0
1058,2011-01-01,Western,6.3,58.5,131979.0
1059,2012-01-01,Action,6.18,49.857142857142854,3674110009.0
1060,2012-01-01,Adventure,6.613888888888889,56.09375,3935194221.0
1061,2012-01-01,Animation,6.5,65.11111111111111,1174903220.0
1062,2012-01-01,Biography,7.336363636363637,71.75,299947775.0
1063,2012-01-01,Comedy,6.1947368421052635,54.25373134328358,3536129572.0
1064,2012-01-01,Crime,6.7026315789473685,57.689655172413794,948819121.0
1065,2012-01-01,Documentary,7.1875,71.0,61746419.0
1066,2012-01-01,Drama,6.6141509433962264,58.12048192771084,3097977281.0
1067,2012-01-01,Family,6.7,50.375,508081329.0
1068,2012-01-01,Fantasy,6.594117647058824,55.857142857142854,1261183597.0
1069,2012-01-01,History,7.340000000000001,78.6,369295245.0
1070,2012-01-01,Horror,5.0736842105263165,44.77272727272727,602622342.0
1071,2012-01-01,Music,6.2625,53.5,177682731.0
1072,2012-01-01,Musical,6.9,55.0,187287238.0
1073,2012-01-01,Mystery,6.188235294117647,46.333333333333336,571611666.0
1074,2012-01-01,Romance,6.535135135135135,55.3448275862069,1067846518.0
1075,2012-01-01,Sci-Fi,5.944444444444445,53.07142857142857,1485871052.0
1076,2012-01-01,Short,6.2,,0.0
1077,2012-01-01,Sport,6.9,47.8,100062370.0
1078,2012-01-01,Thriller,6.220000000000001,54.45161290322581,1966467791.0
1079,2012-01-01,War,7.1,63.0,8077634.0
1080,2012-01-01,Western,6.95,66.5,168699886.0
1081,2013-01-01,Action,6.181034482758621,49.8,3521464242.0
1082,2013-01-01,Adventure,6.538461538461538,50.54545454545455,4686255187.0
1083,2013-01-01,Animation,6.517647058823529,47.93333333333333,1728807738.0
1084,2013-01-01,Biography,7.5,71.125,689170210.0
1085,2013-01-01,Comedy,6.189024390243903,51.52459016393443,3401410880.0
1086,2013-01-01,Crime,6.711904761904761,51.8,1245740676.0
1087,2013-01-01,Documentary,6.966666666666667,67.6,61449704.0
1088,2013-01-01,Drama,6.732575757575758,61.12244897959184,2097974270.0
1089,2013-01-01,Family,5.823076923076924,39.5,448236196.0
1090,2013-01-01,Fantasy,6.2823529411764705,47.625,1415305419.0
1091,2013-01-01,History,7.642857142857143,80.0,57076540.0
1092,2013-01-01,Horror,5.306896551724138,48.68421052631579,840119813.0
1093,2013-01-01,Music,6.15,57.875,69519334.0
1094,2013-01-01,Musical,6.7,,3910543.0
1095,2013-01-01,Mystery,6.8500000000000005,53.75,836812421.0
1096,2013-01-01,Romance,6.5606060606060606,57.80769230769231,467224992.0
1097,2013-01-01,Sci-Fi,6.2250000000000005,63.26315789473684,1643654501.0
1098,2013-01-01,Sport,6.9,45.666666666666664,113868829.0
1099,2013-01-01,Thriller,6.118604651162792,50.55882352941177,1404957934.0
1100,2013-01-01,War,6.9,53.0,0.0
1101,2013-01-01,Western,6.5,37.0,89289910.0
1102,2014-01-01,Action,6.3293333333333335,49.89090909090909,3932412295.0
1103,2014-01-01,Adventure,6.6063829787234045,57.87179487179487,3750479520.0
1104,2014-01-01,Animation,6.76875,64.4,731031002.0
1105,2014-01-01,Biography,6.886956521739131,63.166666666666664,485710978.0
1106,2014-01-01,Comedy,6.264788732394367,50.810344827586206,1806823595.0
1107,2014-01-01,Crime,6.2973684210526315,51.5,674671577.0
1108,2014-01-01,Documentary,7.472727272727273,69.33333333333333,27057.0
1109,2014-01-01,Drama,6.484558823529412,55.705882352941174,1790843167.0
1110,2014-01-01,Family,5.8999999999999995,51.72727272727273,476418784.0
1111,2014-01-01,Fantasy,5.923529411764706,37.45454545454545,454042112.0
1112,2014-01-01,History,6.4375,59.666666666666664,47307556.0
1113,2014-01-01,Horror,5.571428571428571,46.46666666666667,133058592.0
1114,2014-01-01,Music,6.872727272727272,54.666666666666664,37657164.0
1115,2014-01-01,Musical,6.433333333333334,60.0,0.0
1116,2014-01-01,Mystery,6.211538461538462,51.75,429085553.0
1117,2014-01-01,News,7.1,62.0,0.0
1118,2014-01-01,Romance,6.482352941176471,50.857142857142854,369532089.0
1119,2014-01-01,Sci-Fi,6.388461538461538,53.130434782608695,2075712382.0
1120,2014-01-01,Sport,5.96,42.2,91607438.0
1121,2014-01-01,Thriller,5.814814814814815,45.275,627865641.0
1122,2014-01-01,War,7.0,60.0,139848603.0
1123,2014-01-01,Western,5.925,62.0,37331031.0
1124,2015-01-01,Action,6.111764705882353,48.52272727272727,3990949624.0
1125,2015-01-01,Adventure,6.7,57.44444444444444,4786296598.0
1126,2015-01-01,Animation,6.269230769230769,63.5,967107385.0
1127,2015-01-01,Biography,7.173684210526316,59.53333333333333,308205594.0
1128,2015-01-01,Comedy,6.203174603174603,47.891304347826086,1534467484.0
1129,2015-01-01,Crime,6.142857142857143,48.689655172413794,558560098.0
1130,2015-01-01,Documentary,6.916666666666667,71.0,35770.0
1131,2015-01-01,Drama,6.60603448275862,55.08,1513122641.0
1132,2015-01-01,Family,6.093333333333333,47.875,460128993.0
1133,2015-01-01,Fantasy,6.066666666666666,53.0,1155900609.0
1134,2015-01-01,History,7.2250000000000005,72.0,145198865.0
1135,2015-01-01,Horror,5.020588235294118,45.27777777777778,79432561.0
1136,2015-01-01,Music,6.716666666666666,56.75,169988077.0
1137,2015-01-01,Musical,4.666666666666667,63.0,165744048.0
1138,2015-01-01,Mystery,5.751851851851852,48.9375,112225862.0
1139,2015-01-01,Romance,6.3428571428571425,52.53846153846154,304642521.0
1140,2015-01-01,Sci-Fi,5.880952380952381,49.55555555555556,1827051163.0
1141,2015-01-01,Sport,6.957142857142857,53.666666666666664,148164107.0
1142,2015-01-01,Thriller,5.616666666666667,48.392857142857146,1108830080.0
1143,2015-01-01,War,7.4,30.0,4902290.0
1144,2015-01-01,Western,5.88,48.5,976847.0
1145,2016-01-01,Action,6.303846153846154,45.75,2984039442.0
1146,2016-01-01,Adventure,6.6,51.6875,4144612041.0
1147,2016-01-01,Animation,7.085714285714286,64.14285714285714,1201451028.0
1148,2016-01-01,Biography,7.19375,55.23076923076923,234165306.0
1149,2016-01-01,Comedy,6.051428571428572,50.75,2216565848.0
1150,2016-01-01,Crime,6.325,44.833333333333336,247277439.0
1151,2016-01-01,Drama,6.773529411764706,54.2,1405124016.0
1152,2016-01-01,Family,6.581818181818182,52.0,632048195.0
1153,2016-01-01,Fantasy,6.2846153846153845,51.1,743473255.0
1154,2016-01-01,History,7.1499999999999995,59.2,142293664.0
1155,2016-01-01,Horror,5.678947368421053,50.69230769230769,345745374.0
1156,2016-01-01,Music,8.2,93.0,151058124.0
1157,2016-01-01,Musical,6.3,,22121.0
1158,2016-01-01,Mystery,6.6,59.666666666666664,384531951.0
1159,2016-01-01,Romance,6.693333333333333,50.625,231460915.0
1160,2016-01-01,Sci-Fi,6.8,57.333333333333336,1203370153.0
1161,2016-01-01,Sport,6.55,45.5,18174527.0
1162,2016-01-01,Thriller,6.144444444444444,49.44444444444444,376639056.0
1163,2016-01-01,War,6.6,,0.0
1164,2017-01-01,Action,7.536363636363637,60.333333333333336,844501564.0
1165,2017-01-01,Adventure,7.640000000000001,58.0,586587440.0
1166,2017-01-01,Comedy,6.675,38.5,2285437.0
1167,2017-01-01,Crime,8.0,83.0,30029105.0
1168,2017-01-01,Drama,7.108333333333333,50.833333333333336,317334195.0
1169,2017-01-01,Family,7.5,65.0,503685062.0
1170,2017-01-01,Fantasy,6.7,49.5,535353437.0
1171,2017-01-01,History,7.9,,0.0
1172,2017-01-01,Horror,4.5,25.0,27766716.0
1173,2017-01-01,Music,7.5,68.0,30450961.0
1174,2017-01-01,Musical,7.5,65.0,503685062.0
1175,2017-01-01,Mystery,8.3,,0.0
1176,2017-01-01,Romance,6.3,43.5,978860.0
1177,2017-01-01,Sci-Fi,8.166666666666666,72.33333333333333,723516451.0
1178,2017-01-01,Thriller,6.8500000000000005,28.0,0.0
1179,2017-01-01,War,6.1,34.0,557004.0
